job_id,job_title,company,location,experience_level,employment_type,salary_inr,remote_ratio,skills,posted_date
JM26-0533,Machine Learning Engineer,Vertex Systems,Chennai,Mid,Full-time,1310000.0,50,"Python, TensorFlow, Docker, PyTorch, Machine Learning",2026-07-25
JM26-0689,Business Analyst,InsightWorks,Noida,Mid,Internship,210000.0,50,"Tableau, SQL, Communication, Excel, Power BI",2026-04-15
JM26-0645,AI Engineer,Apex Technologies,Bengaluru,Senior,Full-time,2410000.0,100,"PyTorch, Deep Learning, LLM",2026-06-17
JM26-0747,Data Scientist,CloudMatrix,Bengaluru,Senior,Full-time,1430000.0,100,"Machine Learning, Statistics, SQL, Python, Pandas",2026-05-31
JM26-0061,AI Engineer,DataSphere,Bengaluru,Senior,Full-time,1650000.0,100,"Machine Learning, Deep Learning, LLM, PyTorch",2026-07-18
JM26-0910,Data Scientist,NextGen Analytics,Bengaluru,Entry,Full-time,910000.0,50,"Machine Learning, Statistics, Python, SQL, Pandas",2026-02-05
JM26-0093,Machine Learning Engineer,Apex Technologies,Mumbai,Entry,Full-time,1050000.0,50,"TensorFlow, PyTorch, Machine Learning, Docker",2026-01-12
JM26-0862,Business Analyst,CloudMatrix,Hyderabad,Senior,Full-time,960000.0,0,"Communication, Power BI, Tableau, SQL, Excel",2026-04-04
JM26-0406,ML Researcher,InnovateLabs,Hyderabad,Entry,Full-time,1000000.0,0,"PyTorch, Deep Learning, Research, Python, Statistics",2026-07-13
JM26-0352,Data Analyst,DataSphere,Pune,Senior,Internship,340000.0,0,"Power BI, Python, Excel, Pandas",2026-01-20
JM26-0938,Data Analyst,TechNova,Gurugram,Senior,Contract,1020000.0,50,"Power BI, Pandas, Excel, Python, SQL",2026-05-28
JM26-0281,Data Analyst,QuantifyAI,Pune,Senior,Full-time,950000.0,0,"Python, Pandas, SQL, Power BI",2026-08-11
JM26-0537,Data Engineer,InnovateLabs,Noida,Mid,Full-time,1060000.0,50,"ETL, SQL, AWS, Spark",2026-02-04
JM26-0411,AI Engineer,Vertex Systems,Hyderabad,Entry,Full-time,1070000.0,100,"LLM, Machine Learning, Deep Learning, Python",2026-05-07
JM26-0360,AI Engineer,,Noida,Mid,Full-time,,50,"PyTorch, Machine Learning, LLM",2026-06-27
JM26-0515,Data Scientist,QuantifyAI,Hyderabad,Mid,Full-time,1130000.0,0,"Python, Statistics, SQL, Pandas",2026-05-26
JM26-0552,Data Analyst,Apex Technologies,Bengaluru,Senior,Full-time,1090000.0,100,"Python, Pandas, SQL",2026-03-09
JM26-1044,AI Engineer,CloudMatrix,Hyderabad,Mid,Full-time,1340000.0,100,"Deep Learning, LLM, Machine Learning, PyTorch, Python",2026-04-03
JM26-0600,AI Engineer,FinEdge,Delhi NCR,Entry,Full-time,1080000.0,0,"PyTorch, Python, Machine Learning, Deep Learning",2026-04-26
JM26-0494,Data Scientist,InnovateLabs,Chennai,Mid,Full-time,1010000.0,50,"Statistics, Python, Machine Learning, SQL, Pandas",2026-05-01
JM26-1046,Data Scientist,Vertex Systems,Bengaluru,Mid,Internship,390000.0,100,"Machine Learning, Pandas, Statistics, Python",2026-06-04
JM26-0183,Data Engineer,CloudMatrix,Mumbai,Entry,Internship,280000.0,0,"Python, Spark, ETL, SQL",2026-06-28
JM26-1167,BI Analyst,CloudMatrix,Hyderabad,Senior,Full-time,990000.0,100,"Excel, SQL, Power BI, Tableau",2026-08-17
JM26-0482,Data Scientist,InsightWorks,Gurugram,Entry,Full-time,800000.0,0,"SQL, Python, Pandas, Statistics, Machine Learning",2026-07-17
JM26-0111,Machine Learning Engineer,NextGen Analytics,Pune,Mid,Contract,1220000.0,0,"Python, Docker, Machine Learning",2026-01-26
JM26-0371,Business Analyst,NextGen Analytics,Pune,Entry,Internship,180000.0,100,"Power BI, Tableau, Excel, SQL, Communication",2026-08-05
JM26-0240,Data Analyst,Apex Technologies,Ahmedabad,Entry,Full-time,480000.0,100,"SQL, Power BI, Excel, Pandas",2026-03-22
JM26-0713,BI Analyst,Vertex Systems,Kolkata,Senior,Full-time,780000.0,50,"SQL, Power BI, Data Visualization, Tableau, Excel",2026-02-04
JM26-1158,Data Analyst,Apex Technologies,Mumbai,Senior,Internship,410000.0,0,"Excel, SQL, Pandas, Python, Power BI",2026-01-23
JM26-0598,AI Engineer,InnovateLabs,Hyderabad,Entry,Part-time,580000.0,50,"Machine Learning, Deep Learning, PyTorch",2026-01-19
JM26-1092,AI Engineer,DataSphere,Chennai,Entry,Full-time,990000.0,100,"Machine Learning, Deep Learning, LLM, PyTorch",2026-03-13
JM26-0810,Python Developer,QuantifyAI,Chennai,Entry,Full-time,460000.0,100,"Git, REST API, Django, Python, SQL",2026-06-15
JM26-0262,BI Analyst,CloudMatrix,Mumbai,Mid,Full-time,800000.0,0,"SQL, Power BI, Tableau, Excel",2026-07-04
JM26-0616,Business Analyst,Vertex Systems,Mumbai,Senior,Full-time,1060000.0,50,"SQL, Communication, Excel",2026-04-10
JM26-0835,Business Analyst,QuantifyAI,Bengaluru,Entry,Full-time,590000.0,0,,2026-04-09
JM26-0340,Analytics Engineer,DataSphere,Pune,Mid,Full-time,1020000.0,100,"SQL, Python, ETL",2026-07-31
JM26-1175,Data Engineer,CloudMatrix,Pune,Mid,Full-time,1140000.0,100,"AWS, SQL, Python, Spark",2026-02-12
JM26-1103,BI Analyst,QuantifyAI,Pune,Entry,Full-time,510000.0,0,"Excel, Tableau, SQL, Data Visualization, Power BI",2026-03-18
JM26-0754,Data Engineer,Vertex Systems,Ahmedabad,Entry,Full-time,700000.0,0,"Spark, Python, AWS, ETL, SQL",2026-04-02
JM26-0184,Data Scientist,InsightWorks,Ahmedabad,Entry,Full-time,630000.0,0,"Machine Learning, Pandas, SQL, Python",2026-07-29
JM26-0138,Data Engineer,FinEdge,Delhi NCR,Mid,Full-time,1170000.0,100,"ETL, Spark, SQL, AWS",2026-06-16
JM26-1163,BI Analyst,InsightWorks,Pune,Senior,Part-time,730000.0,50,"SQL, Tableau, Data Visualization, Excel",2026-08-13
JM26-1147,Business Analyst,InnovateLabs,Noida,Mid,Full-time,700000.0,0,"Excel, Communication, SQL, Power BI",2026-06-22
JM26-0637,AI Engineer,BrightData,Bengaluru,Mid,Full-time,1630000.0,100,"LLM, Machine Learning, Python, PyTorch, Deep Learning",2026-01-09
JM26-0081,AI Engineer,CloudMatrix,Hyderabad,Mid,Full-time,1420000.0,0,"Python, LLM, Machine Learning",2026-06-13
JM26-0586,AI Engineer,Apex Technologies,Noida,Entry,Contract,1000000.0,100,"Deep Learning, Python, LLM, Machine Learning",2026-02-13
JM26-0797,Data Analyst,FinEdge,Hyderabad,Mid,Full-time,820000.0,100,"SQL, Python, Pandas, Power BI, Excel",2026-04-29
JM26-0766,Data Analyst,InnovateLabs,Bengaluru,Senior,Full-time,1070000.0,0,"Pandas, Python, Excel, SQL, Power BI",2026-02-08
JM26-0030,Business Analyst,NextGen Analytics,Bengaluru,Senior,Full-time,1050000.0,100,"Communication, SQL, Excel",2026-03-24
JM26-0452,ML Researcher,NextGen Analytics,Hyderabad,Mid,Full-time,1150000.0,0,"Research, PyTorch, Deep Learning",2026-08-17
JM26-0166,Machine Learning Engineer,NextGen Analytics,Mumbai,Mid,Contract,1460000.0,0,"Machine Learning, TensorFlow, Docker, Python",2026-06-23
JM26-0249,Machine Learning Engineer,TechNova,Delhi NCR,Senior,Full-time,1520000.0,0,"PyTorch, Python, TensorFlow",2026-06-29
JM26-0308,AI Engineer,FinEdge,Pune,Entry,Part-time,670000.0,50,"Python, Machine Learning, PyTorch, Deep Learning, LLM",2026-03-11
JM26-0768,Data Analyst,BrightData,Noida,Entry,Full-time,450000.0,0,"SQL, Pandas, Excel, Python, Power BI",2026-07-01
JM26-0463,Analytics Engineer,DigitalCore,Gurugram,Mid,Full-time,900000.0,0,"dbt, Data Modeling, Python",2026-07-08
JM26-0347,Analytics Engineer,Vertex Systems,Hyderabad,Entry,Full-time,730000.0,100,"Python, dbt, ETL, SQL",2026-03-02
JM26-0335,Data Analyst,FinEdge,Bengaluru,Entry,Full-time,400000.0,100,"Power BI, SQL, Pandas, Python",2026-05-27
JM26-0286,Machine Learning Engineer,NextGen Analytics,Bengaluru,Senior,Full-time,2200000.0,50,"Machine Learning, PyTorch, Docker",2026-08-25
JM26-1027,Analytics Engineer,NextGen Analytics,Chennai,Entry,Contract,730000.0,50,"Data Modeling, SQL, ETL, Python, dbt",2026-04-10
JM26-0098,Data Analyst,Apex Technologies,Bengaluru,Entry,Full-time,580000.0,50,"SQL, Power BI, Pandas, Python",2026-07-11
JM26-1074,Analytics Engineer,DigitalCore,Noida,Mid,Full-time,790000.0,0,"Python, SQL, Data Modeling, ETL",2026-04-30
JM26-1085,Python Developer,TechNova,Bengaluru,Senior,Internship,440000.0,100,"Django, Git, Python, SQL",2026-02-13
JM26-0918,Data Analyst,NextGen Analytics,Bengaluru,Entry,Full-time,670000.0,100,"Python, Pandas, Power BI, SQL, Excel",2026-01-22
JM26-0606,BI Analyst,,Chennai,Senior,Full-time,1050000.0,100,"Tableau, SQL, Excel, Power BI, Data Visualization",2026-02-11
JM26-1165,Data Analyst,,Delhi NCR,Lead,Full-time,1310000.0,50,"Excel, SQL, Python, Power BI",2026-05-30
JM26-0618,Machine Learning Engineer,BrightData,Pune,Entry,Full-time,740000.0,100,"Machine Learning, PyTorch, Docker, TensorFlow",2026-05-16
JM26-1189,Data Analyst,FinEdge,Chennai,Senior,Full-time,1020000.0,100,"Power BI, Excel, SQL",2026-06-04
JM26-0762,Data Analyst,BrightData,Pune,Lead,Full-time,1040000.0,0,"Pandas, Excel, Python, SQL, Power BI",2026-08-09
JM26-0693,Data Scientist,NextGen Analytics,Mumbai,Senior,Full-time,1080000.0,0,"Python, SQL, Machine Learning, Pandas",2026-03-20
JM26-0066,Data Engineer,QuantifyAI,Gurugram,Senior,Full-time,1880000.0,0,"ETL, AWS, SQL, Python, Spark",2026-06-22
JM26-1111,Data Analyst,TechNova,Ahmedabad,Lead,Contract,950000.0,100,,2026-05-19
JM26-1181,Business Analyst,QuantifyAI,Noida,Senior,Full-time,830000.0,50,"SQL, Communication, Tableau, Power BI, Excel",2026-04-25
JM26-0809,Data Engineer,Apex Technologies,Bengaluru,Entry,Contract,1020000.0,50,"SQL, Spark, Python",2026-06-11
JM26-1086,Business Analyst,BrightData,Bengaluru,Senior,Full-time,990000.0,0,"Power BI, Tableau, SQL",2026-02-25
JM26-1101,Data Analyst,DigitalCore,Kolkata,Mid,Internship,200000.0,100,"Pandas, Python, Excel, SQL",2026-07-03
JM26-0303,Data Engineer,Vertex Systems,Pune,Mid,Full-time,1090000.0,0,"SQL, Spark, ETL, AWS",2026-02-16
JM26-0255,Data Scientist,InsightWorks,Hyderabad,Mid,Full-time,1060000.0,100,"SQL, Pandas, Statistics, Machine Learning",2026-02-19
JM26-0964,Data Analyst,DigitalCore,Pune,Mid,Contract,630000.0,100,"Pandas, SQL, Python, Power BI",2026-05-12
JM26-0937,Analytics Engineer,CloudMatrix,Hyderabad,Mid,Full-time,1010000.0,50,"ETL, dbt, SQL",2026-02-06
JM26-0313,Data Scientist,InnovateLabs,Delhi NCR,Entry,Contract,820000.0,100,"Machine Learning, Python, Statistics, SQL",2026-08-11
JM26-0534,AI Engineer,Apex Technologies,Hyderabad,Senior,Full-time,2000000.0,0,"Deep Learning, PyTorch, Python, Machine Learning, LLM",2026-04-20
JM26-0222,Data Engineer,InnovateLabs,Mumbai,Lead,Full-time,1840000.0,100,"ETL, AWS, Python, SQL, Spark",2026-04-08
JM26-0478,AI Engineer,InnovateLabs,Pune,Mid,Full-time,1220000.0,100,"PyTorch, LLM, Python, Machine Learning, Deep Learning",2026-06-20
JM26-0389,Data Analyst,InnovateLabs,Hyderabad,Lead,Internship,460000.0,100,"Power BI, SQL, Python",2026-08-03
JM26-0236,BI Analyst,FinEdge,Ahmedabad,Mid,Full-time,760000.0,0,"Power BI, SQL, Tableau, Data Visualization",2026-06-29
JM26-0814,AI Engineer,CloudMatrix,Pune,Mid,Full-time,1430000.0,100,"Python, PyTorch, Deep Learning, LLM",2026-01-27
JM26-0718,Data Analyst,Vertex Systems,Chennai,Senior,Contract,880000.0,0,"Python, Excel, SQL, Pandas",2026-03-10
JM26-0717,Data Engineer,QuantifyAI,Delhi NCR,Entry,Internship,320000.0,0,"ETL, Python, AWS, Spark",2026-06-05
JM26-0306,Data Engineer,DataSphere,Mumbai,Mid,Full-time,1210000.0,50,"ETL, Python, SQL, Spark, AWS",2026-05-12
JM26-1113,AI Engineer,QuantifyAI,Pune,Lead,Full-time,2260000.0,100,"Deep Learning, Machine Learning, Python, LLM, PyTorch",2026-06-27
JM26-0559,AI Engineer,CloudMatrix,Kolkata,Entry,Full-time,790000.0,50,"Deep Learning, Machine Learning, Python, LLM",2026-04-12
JM26-0838,Python Developer,CloudMatrix,Bengaluru,Mid,Full-time,730000.0,100,"Git, REST API, Django, SQL",2026-07-26
JM26-0922,BI Analyst,TechNova,Bengaluru,Mid,Full-time,700000.0,0,"Data Visualization, SQL, Tableau",2026-08-01
JM26-1141,Machine Learning Engineer,Vertex Systems,Bengaluru,Senior,Full-time,1600000.0,100,"Docker, Python, Machine Learning",2026-06-04
JM26-0250,Machine Learning Engineer,InsightWorks,Bengaluru,Senior,Full-time,1650000.0,100,"Python, PyTorch, TensorFlow",2026-01-24
JM26-1001,Data Analyst,NextGen Analytics,Bengaluru,Entry,Full-time,550000.0,50,"SQL, Power BI, Pandas",2026-06-13
JM26-0599,Python Developer,DataSphere,Mumbai,Lead,Full-time,1640000.0,100,"SQL, Django, REST API, Python",2026-02-11
JM26-0072,Machine Learning Engineer,InsightWorks,Pune,Senior,Full-time,1740000.0,50,"Python, Machine Learning, Docker, PyTorch",2026-07-17
JM26-0095,Data Scientist,NextGen Analytics,Hyderabad,Senior,Full-time,1390000.0,50,"Statistics, Machine Learning, Python, SQL, Pandas",2026-05-27
JM26-0550,Machine Learning Engineer,NextGen Analytics,Pune,Senior,Full-time,1820000.0,50,"Docker, PyTorch, Python, TensorFlow",2026-01-08
JM26-0034,Machine Learning Engineer,BrightData,Delhi NCR,Mid,Full-time,1400000.0,100,"PyTorch, TensorFlow, Python, Machine Learning",2026-03-29
JM26-0866,Analytics Engineer,QuantifyAI,Kolkata,Entry,Full-time,540000.0,50,"Data Modeling, ETL, Python, SQL, dbt",2026-07-26
JM26-0773,AI Engineer,InsightWorks,Chennai,Senior,Full-time,1760000.0,100,"PyTorch, Deep Learning, LLM, Python, Machine Learning",2026-08-22
JM26-0583,Data Analyst,Apex Technologies,Hyderabad,Entry,Full-time,490000.0,100,"Power BI, Excel, SQL",2026-08-13
JM26-0449,Data Analyst,CloudMatrix,Kolkata,Senior,Full-time,680000.0,0,"Python, SQL, Power BI, Pandas, Excel",2026-03-26
JM26-0446,Business Analyst,TechNova,Pune,Mid,Full-time,660000.0,50,"Excel, Power BI, SQL",2026-06-30
JM26-0260,AI Engineer,BrightData,Pune,Entry,Full-time,1060000.0,0,"Machine Learning, PyTorch, LLM",2026-01-06
JM26-0205,Data Analyst,InsightWorks,Bengaluru,Entry,Full-time,600000.0,0,"Python, Power BI, Excel, Pandas",2026-07-30
JM26-0716,Data Scientist,CloudMatrix,Bengaluru,Mid,Full-time,1230000.0,100,"Machine Learning, SQL, Pandas",2026-04-26
JM26-0845,Data Analyst,Apex Technologies,Ahmedabad,Entry,Full-time,390000.0,50,"Excel, Python, Pandas, Power BI",2026-01-13
JM26-0590,Data Analyst,DataSphere,Bengaluru,Mid,Full-time,470000.0,100,"SQL, Excel, Pandas, Power BI, Python",2026-02-05
JM26-0366,Machine Learning Engineer,Apex Technologies,Pune,Lead,Full-time,2350000.0,100,"Docker, PyTorch, Machine Learning, Python",2026-04-18
JM26-0869,Data Analyst,InsightWorks,Hyderabad,Lead,Internship,300000.0,50,"Python, Pandas, Power BI, SQL",2026-05-01
JM26-0078,AI Engineer,InnovateLabs,Bengaluru,Entry,Full-time,1220000.0,100,"PyTorch, Deep Learning, Python",2026-02-22
JM26-0085,Data Analyst,QuantifyAI,Kolkata,Senior,Full-time,750000.0,100,"SQL, Pandas, Python",2026-05-02
JM26-0543,BI Analyst,DigitalCore,Bengaluru,Senior,Full-time,1080000.0,100,"Power BI, Data Visualization, SQL",2026-05-23
JM26-0083,BI Analyst,TechNova,Pune,Entry,Full-time,640000.0,50,"Tableau, Excel, SQL",2026-01-01
JM26-0458,Machine Learning Engineer,QuantifyAI,Noida,Mid,Internship,430000.0,50,"Machine Learning, PyTorch, TensorFlow",2026-01-11
JM26-0788,Data Scientist,NextGen Analytics,Chennai,Senior,Full-time,1610000.0,0,"Pandas, Python, Statistics",2026-04-23
JM26-0437,Data Analyst,DataSphere,Pune,Mid,Full-time,750000.0,0,"Pandas, Power BI, Python, Excel",2026-04-30
JM26-1117,Data Analyst,NextGen Analytics,Bengaluru,Mid,Full-time,760000.0,100,"SQL, Pandas, Power BI, Python",2026-03-26
JM26-0405,Python Developer,DataSphere,Hyderabad,Entry,Full-time,670000.0,0,"Django, Git, REST API",2026-03-17
JM26-1047,Data Scientist,InsightWorks,Hyderabad,Senior,Part-time,900000.0,100,"Statistics, Pandas, Machine Learning, SQL",2026-04-12
JM26-0666,Business Analyst,InnovateLabs,Noida,Mid,Full-time,640000.0,100,"Tableau, SQL, Power BI",2026-04-26
JM26-0653,AI Engineer,FinEdge,Mumbai,Mid,Full-time,1580000.0,100,"Machine Learning, PyTorch, Python",2026-01-29
JM26-0105,Business Analyst,QuantifyAI,Gurugram,Entry,Full-time,560000.0,100,"Excel, Power BI, SQL",2026-03-16
JM26-1075,ML Researcher,FinEdge,Noida,Mid,Full-time,1530000.0,0,"Statistics, Research, Python",2026-02-25
JM26-0610,Machine Learning Engineer,DataSphere,Bengaluru,Senior,Full-time,1670000.0,100,"Docker, TensorFlow, PyTorch, Python, Machine Learning",2026-04-09
JM26-0063,Data Engineer,TechNova,Hyderabad,Entry,Part-time,530000.0,0,"SQL, ETL, Python, Spark",2026-07-10
JM26-0282,Data Scientist,DataSphere,Bengaluru,Senior,Part-time,1080000.0,50,"Statistics, SQL, Machine Learning, Python, Pandas",2026-01-12
JM26-0667,BI Analyst,DataSphere,Kolkata,Mid,Full-time,710000.0,100,"Power BI, SQL, Excel, Data Visualization, Tableau",2026-01-20
JM26-0239,Data Analyst,FinEdge,Kolkata,Senior,Contract,600000.0,100,"Pandas, Power BI, SQL",2026-04-16
JM26-0224,Python Developer,InsightWorks,Pune,Lead,Full-time,1250000.0,100,"SQL, Django, Git, REST API, Python",2026-03-13
JM26-0146,Data Scientist,FinEdge,Delhi NCR,Mid,Full-time,1220000.0,100,"Machine Learning, SQL, Statistics, Python",2026-04-19
JM26-1121,AI Engineer,FinEdge,Bengaluru,Mid,Full-time,1560000.0,100,"Python, LLM, Deep Learning, PyTorch, Machine Learning",2026-07-01
JM26-0374,Data Scientist,InnovateLabs,Gurugram,Entry,Full-time,740000.0,0,"Python, Pandas, Machine Learning, Statistics, SQL",2026-08-10
JM26-0119,Machine Learning Engineer,InsightWorks,Chennai,Mid,Internship,370000.0,100,"Machine Learning, TensorFlow, PyTorch, Docker",2026-02-06
JM26-0807,Business Analyst,DataSphere,Mumbai,Entry,Part-time,390000.0,0,"SQL, Tableau, Excel, Power BI, Communication",2026-08-02
JM26-0251,AI Engineer,InsightWorks,Gurugram,Lead,Full-time,2590000.0,50,"Python, PyTorch, Deep Learning, Machine Learning, LLM",2026-01-31
JM26-1159,Machine Learning Engineer,QuantifyAI,Ahmedabad,Mid,Full-time,1070000.0,100,"Docker, TensorFlow, PyTorch, Machine Learning, Python",2026-07-05
JM26-0010,Machine Learning Engineer,Vertex Systems,Pune,Lead,Full-time,2200000.0,100,"Python, Docker, PyTorch, Machine Learning, TensorFlow",2026-07-31
JM26-0450,AI Engineer,,Gurugram,Mid,Full-time,1250000.0,100,"LLM, Deep Learning, PyTorch, Machine Learning",2026-07-01
JM26-1154,Data Analyst,QuantifyAI,Mumbai,Mid,Full-time,770000.0,0,"Power BI, Excel, Pandas, Python, SQL",2026-05-27
JM26-0390,ML Researcher,Vertex Systems,Bengaluru,Mid,Internship,610000.0,100,"Research, Statistics, Python, PyTorch",2026-02-21
JM26-0629,Data Engineer,BrightData,Kolkata,Mid,Full-time,1130000.0,100,"Python, AWS, Spark",2026-04-07
JM26-0461,Data Engineer,InnovateLabs,Bengaluru,Mid,Internship,470000.0,50,"SQL, ETL, Python, AWS, Spark",2026-06-15
JM26-1107,Data Analyst,DigitalCore,Mumbai,Mid,Full-time,770000.0,50,"Power BI, Python, Excel",2026-04-01
JM26-0145,Data Engineer,InnovateLabs,Ahmedabad,Mid,Full-time,920000.0,50,"SQL, Python, ETL",2026-03-08
JM26-0502,ML Researcher,Apex Technologies,Ahmedabad,Lead,Full-time,1920000.0,100,"Research, Deep Learning, PyTorch, Python, Statistics",2026-01-02
JM26-1110,Data Scientist,Vertex Systems,Noida,Entry,Full-time,760000.0,0,"Pandas, SQL, Python",2026-03-01
JM26-0540,BI Analyst,CloudMatrix,Gurugram,Entry,Contract,580000.0,0,"Excel, Power BI, SQL, Data Visualization",2026-07-30
JM26-0178,Python Developer,BrightData,Noida,Senior,Full-time,1140000.0,50,"REST API, SQL, Git, Django, Python",2026-08-22
JM26-1161,Data Analyst,Apex Technologies,Gurugram,Senior,Full-time,860000.0,0,"Excel, Pandas, Power BI, SQL, Python",2026-08-05
JM26-1144,BI Analyst,Apex Technologies,Hyderabad,Entry,Full-time,550000.0,100,"SQL, Data Visualization, Tableau, Power BI",2026-06-15
JM26-1064,AI Engineer,BrightData,Bengaluru,Mid,Full-time,1510000.0,100,"Deep Learning, Machine Learning, PyTorch, Python, LLM",2026-05-24
JM26-1198,AI Engineer,InsightWorks,Bengaluru,Senior,Full-time,1930000.0,100,"Machine Learning, Python, Deep Learning",2026-01-14
JM26-0008,BI Analyst,Apex Technologies,Mumbai,Mid,Full-time,970000.0,50,"Excel, Power BI, SQL, Data Visualization",2026-07-29
JM26-0775,Data Analyst,InnovateLabs,Bengaluru,Senior,Full-time,1010000.0,0,"SQL, Power BI, Pandas, Python",2026-06-13
JM26-0847,Machine Learning Engineer,QuantifyAI,Pune,Mid,Full-time,1230000.0,100,"TensorFlow, Machine Learning, Docker, PyTorch, Python",2026-08-03
JM26-0358,BI Analyst,Apex Technologies,Mumbai,Senior,Internship,370000.0,50,"SQL, Data Visualization, Power BI, Tableau, Excel",2026-03-01
JM26-0330,Data Scientist,BrightData,Hyderabad,Senior,Part-time,900000.0,100,"Machine Learning, Python, Statistics",2026-08-06
JM26-0709,Machine Learning Engineer,DigitalCore,Gurugram,Entry,Internship,330000.0,100,"PyTorch, TensorFlow, Machine Learning, Docker, Python",2026-01-03
JM26-0834,AI Engineer,DigitalCore,Pune,Entry,Full-time,1160000.0,0,"Python, PyTorch, LLM, Deep Learning, Machine Learning",2026-06-04
JM26-0259,Data Analyst,FinEdge,Kolkata,Entry,Full-time,430000.0,50,"Python, Pandas, Power BI",2026-02-12
JM26-0941,Data Scientist,Vertex Systems,Noida,Mid,Full-time,990000.0,100,"Pandas, Machine Learning, Statistics, SQL",2026-07-28
JM26-1106,Business Analyst,InsightWorks,Hyderabad,Mid,Full-time,800000.0,100,"SQL, Excel, Power BI, Communication",2026-04-29
JM26-0702,Data Scientist,InnovateLabs,Bengaluru,Entry,Full-time,950000.0,50,"Statistics, Python, Machine Learning",2026-01-02
JM26-0833,Machine Learning Engineer,TechNova,Hyderabad,Mid,Contract,1300000.0,50,"Python, Docker, PyTorch",2026-05-06
JM26-0526,Machine Learning Engineer,TechNova,Bengaluru,Mid,Full-time,1530000.0,0,"Python, Docker, Machine Learning, PyTorch",2026-02-18
JM26-0848,Business Analyst,CloudMatrix,Mumbai,Senior,Full-time,1000000.0,0,"Power BI, Communication, Tableau, SQL",2026-07-01
JM26-0680,Machine Learning Engineer,CloudMatrix,Mumbai,Entry,Full-time,900000.0,100,"Machine Learning, Docker, TensorFlow",2026-01-15
JM26-0756,Data Scientist,InnovateLabs,Ahmedabad,Mid,Full-time,920000.0,100,"Pandas, Python, Statistics",2026-06-19
JM26-1143,BI Analyst,NextGen Analytics,Chennai,Senior,Full-time,980000.0,0,"Power BI, Excel, SQL, Data Visualization, Tableau",2026-04-04
JM26-0441,ML Researcher,DataSphere,Chennai,Senior,Full-time,1720000.0,0,"PyTorch, Research, Python, Statistics",2026-01-22
JM26-0532,Business Analyst,BrightData,Bengaluru,Entry,Full-time,650000.0,100,"Excel, Power BI, SQL, Tableau, Communication",2026-02-02
JM26-0965,Python Developer,DataSphere,Noida,Mid,Full-time,700000.0,100,"REST API, Python, SQL, Git",2026-06-09
JM26-0229,AI Engineer,BrightData,Gurugram,Mid,Internship,620000.0,100,"Machine Learning, Python, Deep Learning, PyTorch, LLM",2026-02-03
JM26-1043,AI Engineer,InnovateLabs,Pune,Entry,Full-time,880000.0,50,"Python, Deep Learning, PyTorch, Machine Learning",2026-05-27
JM26-0213,Data Scientist,BrightData,Noida,Mid,Full-time,980000.0,0,"Statistics, SQL, Python, Pandas, Machine Learning",2026-03-27
JM26-0080,BI Analyst,DigitalCore,Delhi NCR,Lead,Full-time,1280000.0,0,"Power BI, Tableau, SQL, Excel",2026-05-09
JM26-0149,Machine Learning Engineer,DigitalCore,Pune,Mid,Full-time,1430000.0,100,"Docker, Machine Learning, TensorFlow, Python",2026-05-27
JM26-0671,Data Analyst,InsightWorks,Hyderabad,Entry,Internship,200000.0,50,"Power BI, Excel, SQL",2026-08-24
JM26-0712,AI Engineer,QuantifyAI,Bengaluru,Entry,Contract,1040000.0,100,"Python, PyTorch, Deep Learning, Machine Learning",2026-02-03
JM26-0594,AI Engineer,Apex Technologies,Chennai,Mid,Contract,1320000.0,100,"LLM, Deep Learning, Machine Learning",2026-06-01
JM26-0134,Machine Learning Engineer,InnovateLabs,Ahmedabad,Entry,Full-time,710000.0,50,"Docker, TensorFlow, Machine Learning",2026-07-13
JM26-0786,Machine Learning Engineer,Apex Technologies,Kolkata,Entry,Part-time,500000.0,100,"Machine Learning, Docker, Python",2026-04-30
JM26-0409,Data Analyst,TechNova,Pune,Entry,Full-time,470000.0,0,"Power BI, SQL, Excel, Pandas",2026-04-30
JM26-0677,Analytics Engineer,InnovateLabs,Hyderabad,Mid,Full-time,950000.0,0,"dbt, Python, ETL",2026-05-03
JM26-0508,BI Analyst,QuantifyAI,Pune,Entry,Full-time,570000.0,0,"Excel, Tableau, Power BI, SQL",2026-02-03
JM26-1139,Data Analyst,DigitalCore,Mumbai,Entry,Full-time,500000.0,50,"Power BI, Excel, Python, SQL, Pandas",2026-07-07
JM26-0505,Data Engineer,DataSphere,Pune,Mid,Part-time,670000.0,0,"Spark, AWS, ETL",2026-07-30
JM26-0679,Data Analyst,InsightWorks,Mumbai,Mid,Full-time,960000.0,50,"Python, SQL, Power BI, Excel",2026-07-19
JM26-0348,Data Scientist,InnovateLabs,Chennai,Entry,Full-time,720000.0,50,"Python, Machine Learning, Pandas, SQL, Statistics",2026-05-05
JM26-0387,Business Analyst,QuantifyAI,Hyderabad,Senior,Full-time,860000.0,0,"Tableau, Power BI, Communication, SQL, Excel",2026-05-26
JM26-0001,Business Analyst,DataSphere,Mumbai,Mid,Full-time,690000.0,50,"Tableau, Excel, Power BI",2026-05-18
JM26-0361,Analytics Engineer,DataSphere,Ahmedabad,Mid,Full-time,940000.0,100,"Data Modeling, dbt, ETL, Python",2026-07-31
JM26-1136,Data Scientist,CloudMatrix,Chennai,Senior,Full-time,1330000.0,50,"Statistics, Python, Machine Learning",2026-06-02
